TargetLuminance=0.345
-0.1;-0.05;0;0.05;0.1
35;35;35;35;35
22;24;18;8;12

TargetLuminance=0.471
-0.1;-0.05;0;0.05;0.1
35;35;35;35;35
26;27;13;13;16

TargetLuminance=0.596
-0.1;-0.05;0;0.05;0.1
35;35;35;35;35
27;26;20;12;6

TargetLuminance=0.878
-0.1;-0.05;0;0.05;0.1
35;35;35;35;35
26;24;17;9;15

