TargetLuminance=0.345
-0.1;-0.05;0;0.05;0.1
35;35;35;35;35
32;24;20;7;6

TargetLuminance=0.471
-0.1;-0.05;0;0.05;0.1
35;35;35;35;35
30;25;19;5;7

TargetLuminance=0.596
-0.1;-0.05;0;0.05;0.1
35;35;35;35;35
28;24;21;7;8

TargetLuminance=0.878
-0.1;-0.05;0;0.05;0.1
35;35;35;35;35
29;21;19;9;9

