TargetLuminance=0.345
-0.1;-0.05;0;0.05;0.1
35;35;35;35;35
35;32;18;0;0

TargetLuminance=0.471
-0.1;-0.05;0;0.05;0.1
35;35;35;35;35
35;34;14;2;1

TargetLuminance=0.596
-0.1;-0.05;0;0.05;0.1
35;35;35;35;35
34;31;20;0;1

TargetLuminance=0.878
-0.1;-0.05;0;0.05;0.1
35;35;35;35;35
35;34;15;1;1

